order_id,customer_id,vendor_id,status,gross_amount,currency,created_at,updated_at,_ingested_at
ORD-000117,CUST-00057,,Abuja,,,2023-10-11 11:42:18+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000118,,,PH,,,2023-07-23 02:45:47+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000121,,,Kano,,,2023-12-03 08:00:19+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000122,CUST-00096,,Abuja,,,2023-01-10 06:51:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000125,,,Lagos,,,2023-02-27 14:28:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000127,CUST-00282,,Lagos,,,2023-02-17 14:02:26+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000129,CUST-00367,,Kano,,,2023-05-31 19:58:33+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000133,CUST-00790,,PH,,,2023-03-28 16:43:17+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000135,,,Kaduna,,,2023-03-06 14:23:11+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000137,CUST-00084,,Lagos,,,2023-03-01 15:33:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000139,CUST-00242,,PH,,,2023-10-21 18:41:21+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000143,CUST-00329,,Kano,,,2023-01-08 20:35:03+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000144,,,Lagos,,,2023-11-15 20:26:12+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000150,CUST-00798,,Abuja,,,2023-12-12 10:03:06+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000159,CUST-00705,,Kano,,,2023-09-12 08:47:46+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000161,CUST-00324,,Abuja,,,2023-11-14 07:57:17+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000164,CUST-00138,,Abuja,,,2023-11-17 05:24:05+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000169,,,Abuja,,,2023-11-19 08:00:24+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000170,CUST-00539,,Kano,,,2023-01-03 04:36:59+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000174,CUST-00634,,Kano,,,2023-06-18 04:05:09+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000187,,,Kaduna,,,2023-03-31 02:58:00+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000191,CUST-00573,,Kaduna,,,2023-10-30 19:04:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000192,CUST-00387,,Lagos,,,2023-08-12 06:31:08+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000193,,,Kano,,,2023-02-15 03:41:56+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000194,CUST-00195,,PH,,,2023-01-30 12:38:23+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000195,CUST-00555,,Lagos,,,2023-03-02 13:59:02+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000196,CUST-00703,,PH,,,2023-03-13 00:29:21+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000197,CUST-00511,,Lagos,,,2023-08-14 15:23:20+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000199,CUST-00571,,Kano,,,2023-04-27 12:31:16+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000201,,,Kano,,,2023-05-04 01:31:09+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000202,CUST-00784,,Lagos,,,2023-02-10 00:06:59+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000205,CUST-00388,,Lagos,,,2023-04-27 08:34:20+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000208,,,PH,,,2023-01-28 17:21:12+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000210,CUST-00778,,PH,,,2023-09-25 08:24:50+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000213,CUST-00183,,Kano,,,2023-09-06 21:39:27+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000214,,,Kaduna,,,2023-09-13 12:16:14+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000218,,,Abuja,,,2023-03-02 15:01:25+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000221,CUST-00793,,PH,,,2023-06-23 01:26:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000223,CUST-00152,,Abuja,,,2023-08-31 00:28:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000232,CUST-00713,,Kaduna,,,2023-11-19 07:10:05+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000237,CUST-00627,,Lagos,,,2023-11-15 13:25:17+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000242,CUST-00158,,PH,,,2023-03-25 22:34:10+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000244,,,Kaduna,,,2023-10-28 02:53:52+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000245,CUST-00692,,Abuja,,,2023-08-11 22:50:27+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000247,CUST-00732,,Kano,,,2023-11-03 07:57:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000249,CUST-00677,,Kano,,,2023-03-10 10:03:38+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000251,CUST-00369,,PH,,,2023-09-30 17:10:56+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000264,CUST-00646,,Abuja,,,2023-09-09 13:51:51+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000272,,,Abuja,,,2023-12-04 19:55:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000276,CUST-00304,,Kaduna,,,2023-09-01 10:18:05+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000285,CUST-00538,,Kaduna,,,2023-04-30 15:33:48+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000292,,,Lagos,,,2023-09-17 06:21:23+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000294,CUST-00296,,Kano,,,2023-02-13 19:47:45+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000297,CUST-00138,,Kano,,,2023-07-18 14:43:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000299,CUST-00138,,Kaduna,,,2023-06-21 20:55:20+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000306,CUST-00306,,PH,,,2023-09-13 19:15:21+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000314,CUST-00290,,Kaduna,,,2023-10-28 08:13:52+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000316,,,Abuja,,,2023-12-28 14:09:04+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000319,,,Kaduna,,,2023-06-27 18:37:46+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000322,CUST-00443,,Lagos,,,2023-02-04 15:17:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000323,CUST-00731,,Kano,,,2023-07-05 00:44:23+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000324,CUST-00423,,Abuja,,,2023-02-27 17:06:47+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000326,CUST-00632,,Lagos,,,2023-02-15 07:31:12+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000331,CUST-00033,,Kaduna,,,2023-02-09 04:29:27+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000332,CUST-00449,,Kano,,,2023-11-01 19:39:57+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000334,CUST-00773,,Lagos,,,2023-10-26 17:38:36+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000335,CUST-00445,,Kaduna,,,2023-06-10 13:15:18+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000337,CUST-00382,,Abuja,,,2023-10-09 14:24:34+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000341,,,Kano,,,2023-12-12 06:36:49+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000345,,,Abuja,,,2023-06-08 04:05:29+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000347,CUST-00569,,PH,,,2023-02-02 14:04:57+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000348,CUST-00577,,PH,,,2023-04-17 03:22:04+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000349,,,Kaduna,,,2023-12-08 02:09:22+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000352,CUST-00699,,Kano,,,2023-01-15 06:57:50+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000354,,,Lagos,,,2023-07-20 21:11:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000357,CUST-00198,,PH,,,2023-02-07 05:12:09+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000359,CUST-00573,,Kano,,,2023-04-24 00:54:45+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000367,,,PH,,,2023-06-07 13:56:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000370,,,Kaduna,,,2023-08-10 04:15:52+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000373,CUST-00188,,PH,,,2023-06-01 21:13:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000377,,,Lagos,,,2023-09-28 14:06:34+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000386,CUST-00357,,Kano,,,2023-06-03 06:24:06+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000394,,,Kaduna,,,2023-03-07 06:21:57+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000395,CUST-00230,,Kaduna,,,2023-12-17 13:17:38+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000402,CUST-00522,,Lagos,,,2023-10-29 07:26:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000406,CUST-00073,,Kaduna,,,2023-04-12 05:39:42+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000407,CUST-00417,,Abuja,,,2023-11-16 01:34:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000411,CUST-00087,,Lagos,,,2023-11-25 06:15:36+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000415,,,Kaduna,,,2023-03-29 19:21:37+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000416,CUST-00699,,Lagos,,,2023-12-16 21:54:29+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000419,CUST-00228,,PH,,,2023-01-07 20:36:56+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000420,CUST-00442,,Kano,,,2023-04-19 22:58:15+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000425,CUST-00225,,PH,,,2023-09-03 17:01:54+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000429,,,Kaduna,,,2023-05-09 20:11:34+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000432,CUST-00131,,Lagos,,,2023-11-13 09:05:10+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000438,,,Kaduna,,,2023-09-09 03:11:19+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000443,,,Lagos,,,2023-02-04 15:40:36+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000450,CUST-00373,,PH,,,2023-09-28 11:20:52+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000451,CUST-00167,,Kaduna,,,2023-06-10 19:15:37+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000453,CUST-00476,,Kaduna,,,2023-08-03 05:10:19+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000455,CUST-00267,,Abuja,,,2023-10-10 18:30:08+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000458,CUST-00462,,Kaduna,,,2023-01-29 13:46:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000460,CUST-00130,,Abuja,,,2023-02-14 13:54:21+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000461,CUST-00611,,PH,,,2023-06-19 08:23:32+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000464,,,Abuja,,,2023-03-18 22:53:44+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000465,CUST-00547,,PH,,,2023-01-07 22:14:46+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000466,CUST-00106,,Kano,,,2023-05-04 04:25:18+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000467,,,Kaduna,,,2023-12-01 12:43:30+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000468,CUST-00424,,Abuja,,,2023-04-15 19:45:45+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000469,CUST-00676,,Kaduna,,,2023-10-28 01:33:49+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000470,CUST-00465,,Kaduna,,,2023-11-14 21:04:46+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000472,CUST-00433,,Lagos,,,2023-04-14 03:22:23+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000477,CUST-00199,,Abuja,,,2023-11-29 12:58:23+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000479,,,PH,,,2023-08-31 06:11:31+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000488,CUST-00675,,Kaduna,,,2023-12-25 15:25:44+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000490,CUST-00075,,Kaduna,,,2023-10-21 12:41:45+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000500,CUST-00394,,Lagos,,,2023-11-18 05:51:56+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000501,CUST-00739,,Lagos,,,2023-12-30 23:33:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000502,CUST-00631,,Abuja,,,2023-10-17 13:48:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000504,CUST-00189,,Kano,,,2023-03-11 19:53:38+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000508,,,Lagos,,,2023-05-21 12:58:36+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000509,,,Kano,,,2023-05-13 15:40:47+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000520,CUST-00436,,Kaduna,,,2023-11-23 06:29:37+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000521,CUST-00740,,PH,,,2023-03-27 22:45:32+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000523,CUST-00705,,Kaduna,,,2023-11-04 07:51:20+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000526,CUST-00086,,Lagos,,,2023-02-25 20:02:42+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000527,CUST-00559,,Kano,,,2023-10-15 14:03:50+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000528,CUST-00538,,Lagos,,,2023-09-29 13:32:03+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000530,CUST-00069,,Lagos,,,2023-01-27 00:55:57+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000531,,,Kano,,,2023-08-15 23:38:24+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000534,CUST-00097,,Kano,,,2023-10-27 07:51:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000536,CUST-00285,,Lagos,,,2023-11-20 22:02:38+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000537,,,Lagos,,,2023-07-20 12:38:30+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000539,CUST-00266,,Kaduna,,,2023-01-21 17:07:15+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000541,CUST-00035,,Kaduna,,,2023-03-26 18:16:59+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000542,CUST-00632,,Lagos,,,2023-09-09 14:41:29+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000543,,,Kaduna,,,2023-09-21 12:35:55+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000546,CUST-00002,,Kano,,,2023-12-15 18:09:54+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000548,CUST-00412,,Lagos,,,2023-11-09 01:37:52+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000549,,,Kano,,,2023-07-14 23:33:11+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000554,CUST-00337,,Kaduna,,,2023-04-14 17:07:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000556,,,Kaduna,,,2023-08-05 02:23:30+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000561,CUST-00062,,PH,,,2023-04-11 23:38:53+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000564,,,Abuja,,,2023-04-10 22:15:48+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000566,CUST-00536,,Lagos,,,2023-08-10 03:16:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000568,,,Kaduna,,,2023-02-15 04:59:10+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000577,CUST-00062,,Lagos,,,2023-08-23 10:07:01+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000578,CUST-00666,,PH,,,2023-11-03 20:36:55+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000583,CUST-00483,,Lagos,,,2023-06-05 11:08:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000586,CUST-00653,,PH,,,2023-10-24 03:02:11+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000587,,,Lagos,,,2023-08-27 07:15:20+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000590,CUST-00658,,Abuja,,,2023-12-13 14:57:11+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000593,CUST-00148,,Kaduna,,,2023-04-26 03:32:49+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000594,CUST-00012,,Abuja,,,2023-01-28 09:24:09+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000600,CUST-00800,,Lagos,,,2023-06-23 05:05:11+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000601,CUST-00331,,Lagos,,,2023-02-09 08:10:02+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000604,CUST-00241,,PH,,,2023-06-10 23:39:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000608,,,Kaduna,,,2023-08-11 22:05:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000610,,,Abuja,,,2023-10-02 07:49:22+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000613,CUST-00766,,Kano,,,2023-07-13 06:06:15+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000614,,,Lagos,,,2023-07-28 20:19:14+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000616,CUST-00073,,Kaduna,,,2023-11-16 20:05:17+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000620,CUST-00634,,Abuja,,,2023-08-05 06:14:50+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000623,,,Kaduna,,,2023-03-22 19:38:28+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000624,CUST-00794,,Kano,,,2023-05-26 13:32:39+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000625,,,Kaduna,,,2023-03-12 00:39:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000626,CUST-00208,,Abuja,,,2023-04-06 10:04:32+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000627,,,Kano,,,2023-07-04 12:08:05+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000628,CUST-00389,,Kano,,,2023-09-29 19:11:32+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000630,CUST-00270,,Kano,,,2023-03-07 15:45:17+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000631,CUST-00712,,Lagos,,,2023-08-03 02:14:49+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000632,CUST-00522,,Kano,,,2023-02-21 09:29:57+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000635,CUST-00270,,PH,,,2023-04-22 20:56:46+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000641,CUST-00428,,PH,,,2023-09-23 15:52:43+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000643,,,Kano,,,2023-08-23 00:38:13+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000651,CUST-00608,,Kaduna,,,2023-01-12 04:35:54+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000654,CUST-00488,,Kano,,,2023-01-30 13:17:55+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000656,CUST-00720,,Kano,,,2023-01-10 11:32:40+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000657,CUST-00507,,Kano,,,2023-09-13 18:36:33+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000658,CUST-00406,,Kaduna,,,2023-09-08 16:09:42+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000663,CUST-00248,,PH,,,2023-04-08 22:16:04+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000664,CUST-00714,,Lagos,,,2023-02-06 21:01:59+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000665,CUST-00079,,Abuja,,,2023-11-28 11:42:35+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000667,,,Kano,,,2023-07-12 16:24:45+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000669,,,Kano,,,2023-01-05 08:19:55+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000670,,,Kaduna,,,2023-07-05 17:51:00+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000671,CUST-00231,,Abuja,,,2023-12-31 03:08:42+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000673,CUST-00065,,Kano,,,2023-12-24 00:44:48+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000677,,,Lagos,,,2023-05-02 14:41:41+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000682,,,Lagos,,,2023-10-04 22:17:27+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000685,,,Abuja,,,2023-11-29 04:58:27+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000689,CUST-00670,,Abuja,,,2023-01-20 22:34:54+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000690,CUST-00356,,Kano,,,2023-03-17 03:21:28+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000691,CUST-00387,,PH,,,2023-10-24 13:38:14+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000692,,,Kaduna,,,2023-04-18 02:16:04+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000694,,,Abuja,,,2023-07-24 13:17:06+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000698,,,Lagos,,,2023-02-08 19:48:00+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000702,CUST-00428,,Kano,,,2023-12-07 00:26:48+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000706,CUST-00747,,Abuja,,,2023-09-09 05:00:48+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000709,CUST-00800,,Abuja,,,2023-03-24 11:20:18+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000710,CUST-00567,,Lagos,,,2023-03-15 01:02:15+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000712,CUST-00127,,Lagos,,,2023-03-13 18:14:18+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000714,,,Kano,,,2023-11-11 09:05:32+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000715,CUST-00541,,PH,,,2023-01-03 01:16:25+00:00,,2026-02-23 15:21:07.788192+00:00
ORD-000723,,,Lagos,,,2023-07-27 18:22:53+00:00,,2026-02-23 15:21:07.788192+00:00
